director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,facenumber_in_poster,plot_keywords,budget,title_year,imdb_score
Matt Johnson,83,Owen Williams,, Crime | Drama | Thriller,Matt Johnson,The Dirties,Padraig Singal,0,best friend|revenge|friend|school|bully,,2014,6.8
Sara St. Onge,90,Charlie Carrick,, Drama | Romance,Lola Tash,Molly Maxwell,Krista Bridges,0,teacher student relationship|teacher|family relationships|secret|student,,2013,6.3
Ben Peyser,84,J.R. Villarreal,, Comedy | Horror,Carlos Santos,Ghost Team One,Fernanda Romero,0,walking fast|exploding head|exorcism|spinning head|bacon frying,,2013,4.5
Tsz Ming Wong,98,Zhang Wen,, Action | Comedy | Crime | Mystery,Jet Li,Badges of Fury,Shi Shi Liu,0,,,2013,4.6
Martin Provost,139,Sandrine Kiberlain,, Biography | Drama | Romance,Emmanuelle Devos,Violette,Olivier Gourmet,0,lesbian kiss|lesbian|reference to the bastard the novel|writing|writer,,2013,7.1
John Hardwick,93,Michael Socha,, Comedy | Music,Martin Freeman,Svengali,Michael Smiley,0,british|british comedy|unsigned band|music industry|welshman,,2014,5.6
Roel Reiné,95,Tom Stevens,, Action | Adventure | Thriller,Randy Orton,12 Rounds 2: Reloaded,Brian Markinson,1,paramedic|bare chested male|dead body in car trunk|e. m. t.|remote detonator,4000000,2013,5.4
Tim McCann,90,Todd McLaren,, Drama,Nick Krause,White Rabbit,Sam Trammell,2,mental illness|bullying|school shooting|rabbit|comic,2000000,2015,6.2
Byung-woo Kim,97,Jin-ho Choi,, Action | Crime | Thriller,Duk-moon Choi,Deu tae-ro ra-i-beu,Jung-woo Ha,0,terrorist|news anchor|live broadcast|telephone call|bridge collapse,,2013,7.2
Seung-wan Ryoo,,Suk-kyu Han,, Action | Drama | Thriller,Jung-woo Ha,Bereullin,Seung-bum Ryoo,2,espionage|die hard scenario|place name in title|death of pregnant woman|pregnant woman shot,9000000,2013,6.6
Chris Nelson,85,Casey Wilson,, Adventure | Comedy,June Diane Raphael,Ass Backwards,Jon Cryer,0,best friends|strip club|road trip|forest|revenge,3000000,2013,4.2
H.M. Coakley,90,Kiely Williams,, Comedy | Horror,Vanessa Bell Calloway,Holla II,Greg Cipes,0,betrayal|plantation|twin|clown|slasher,1000000,2013,6.8
Steve Goldenberg,72,Billy Chappell,, Comedy | Sci-Fi,Melessia Hayden,Serena the Sexplorer,Nicki Blue,0,rear entry sex|spin the bottle|orgy|oral sex|spaceship,250000,2013,6.2
Lloyd Kaufman,85,Catherine Corcoran,, Comedy | Horror | Sci-Fi,Asta Paredes,Return to Nuke 'Em High Volume 1,Vito Trigo,0,irreverence|lesbian sex|lesbian kiss|shock humor|campy,,2013,5.5
Pearry Reginald Teo,100,Jon Voight,, Action | Fantasy,Luke Roberts,Dracula: The Dark Prince,Kelly Wenham,1,dracula|sword and sorcery,,2013,3.8
John Butler,94,Hugh O'Conor,, Comedy,Andrew Scott,The Bachelor Weekend,Peter McDonald,0,bachelor party|camping|debt|wedding preparation|gay couple,600000,2014,6.1
Manuel Sicilia,90,Antonio Banderas,, Animation | Adventure | Family,Freddie Highmore,Justin and the Knights of Valour,James Cosmo,0,knight|quest|kingdom|army|wizard,22000000,2013,6.1
Sarah Siegel-Magness,100,Graham Rogers,, Comedy | Drama | Romance,Virginia Madsen,Crazy Kind of Love,Amanda Crew,2,female writer|title directed by female|depression|emotional breakdown|male virgin,4000000,2013,5.9
James Franco,,Keegan Allen,, Biography | Drama,Shannen Doherty,Bukowski,Josh Peck,0,,,2013,7.7
Joon-Hwan Jang,126,Jin-woong Jo,, Action | Thriller,Yun-seok Kim,Hwa-i: Goi-mool-eul sam-kin a-i,Hyeong-seong Jang,0,criminal|gun|locked in a basement|forced to kill|corrupt cop,,2013,7.1
David Mun,108,Christian Oliver,, Horror | Thriller,Rae Olivier,House of Good and Evil,Marietta Marich,0,,150000,2013,5.8
Zoya Akhtar,127,Randeep Hooda,, Drama,Rani Mukerji,Bombay Talkies,Saqib Saleem,0,bombay|bollywood|anthology,60000000,2013,6.8
John O. Hartman,100,Val Kilmer,, Mystery | Thriller,Elisabeth Harnois,Riddle,Diora Baird,0,small town|missing person|female protagonist|one word title,7000000,2013,4.1
Jane Clark,108,Blake Berris,, Drama,Lukas Haas,Meth Head,Necar Zadegan,2,male nudity|male rape|drug addiction|based on true story,280000,2013,6.7
Stephan Brenninkmeijer,65,Heleen van Doremalen,, Drama,Alfred Heppener,Lotgenoten,Fransie Groenendijk,0,prostitution|abortion|kidnapping|revenge|dog,500,2013,6.1
Brendan Maher,90,Toby Wallace,, Adventure | Family | Fantasy,Bindi Irwin,Return to Nim's Island,John Waters,0,island|nature conservation|poacher|nature|forest protection,,2013,5.0
Darnell Martin,100,Mackenzie Foy,, Drama | Family,Ellen Burstyn,Wish You Well,Josh Lucas,1,great grandmother|farm|death of parents|car accident|shock,,2015,6.4
Karl Mueller,84,Sarah Jones,, Drama | Horror | Thriller,Jon Foster,Mr. Jones,Mark Steger,0,,,2014,4.6
Justin Price,88,Perla Rodríguez,, Action | Fantasy | Horror,Danny Trejo,The Cloth,Eric Roberts,0,possession|secret organization|beelzebub|catholic church|fear,4000000,2013,2.6
Arthur Luhn,93,Ethan Embry,, Horror | Thriller,Eric Roberts,The House Across the Street,Courtney Gains,0,,,2015,3.5
Kamal Haasan,148,Miles Anderson,, Action | Adventure | Crime | Mystery | Thriller,Pooja Kumar,Vishwaroopam,Kamal Haasan,0,interrogation|martial arts|faith|infiltrator|pigeon,950000000,2013,8.5
Yariv Mozer,82,Yehuda Nahari,, Drama | Romance,Yoav Reuveni,Snails in the Rain,Yariv Mozer,0,love letter|gay crush|nudity|masturbation|male nudity,1000000,2013,6.3
Sean McNamara,93,Josh Lucas,, Adventure | Family,Thomas Horn,Space Warriors,Mira Sorvino,0,space camp,,2013,4.5
Billy Kent,97,Brendan Fraser,, Comedy,Alex Wolff,HairBrained,Julia Garner,0,college|harvard|college kid|one word title|independent film,,2013,5.4
Anup Singh,109,Tisca Chopra,, Drama | Fantasy,Irrfan Khan,Qissa: The Tale of a Lonely Ghost,Tillotama Shome,0,partition of india|birth|family relationships|daughter murders father|rebirth,,2014,6.6
Scott McMahon,,Robert Dahey,, Thriller,Dana Dae,The Cube,Frederick Ensign,0,,500,2013,6.1
Neeraj Pandey,144,Manoj Bajpayee,, Action | Crime | Drama | History | Thriller,Anupam Kher,Special 26,Akshay Kumar,1,raid|cbi|robbery|politician|money,,2013,8.0
Todd Burrows,97,Ashley Bell,, Action | Thriller,Chase Williamson,Sparks,Clancy Brown,0,pulp|superhero|based on graphic novel|based on comic book|based on comic,,2014,6.0
Craig Moss,80,Austin Michael Scott,, Comedy,Ashley Martin,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,Heidi Kramer,0,exorcism|masturbation|haunted house|lesbian kiss|female nudity,3000000,2013,2.6
Anne Zohra Berrached,75,Sabine Wolf,, Drama,Karina Plachetka,Zwei Mütter,Florian Weber,0,germany|lesbian|sperm donor|lesbian couple|lesbian kiss,,2013,5.7
Devin McGinn,86,Taylor Bateman,, Biography | Horror | Mystery | Sci-Fi | Thriller,Britani Bateman,Skinwalker Ranch,Steve Berg,0,found footage,,2013,5.1
Nikkhil Advani,153,Rishi Kapoor,, Action | Thriller,Irrfan Khan,D-Day,Arjun Rampal,1,raw|mission|karachi pakistan|sunglasses|general,300000000,2013,7.3
Bryan Poyser,91,Zach Cregger,, Comedy | Romance,Ashley Bell,Love & Air Sex,Sara Paxton,0,,,2014,5.2
Howard J. Ford,98,Meenu Mishra,, Horror,Joseph Millson,The Dead 2: India,Anand Krishna Goyal,0,,,2015,5.2
Toshiyuki Kubooka,110,Toa Yukinari,, Animation | Action | Fantasy | Horror,Hiroaki Iwanaga,Berserk: The Golden Age Arc III - The Advent,Akio Ôtsuka,0,anime,,2013,8.0
Christopher Hatton,88,Melanie Zanetti,, Action | Adventure | Horror | Sci-Fi | Thriller,Dolph Lundgren,Battle of the Damned,Matt Doran,1,robot|zombie|krav maga|machine gun|shooting,,2014,4.5
Gregory Hatanaka,90,Dominique Swain,, Drama,James Duval,Blue Dream,Kayden Kross,0,female nudity|male nudity|male frontal nudity|male full frontal nudity|male pubic hair,1000000,2013,7.6
Roger Christian,85,David Charvet,, Action | Adventure | Horror | Mystery,John Rhys-Davies,Prisoners of the Sun,Carmen Chaplin,0,expedition|egypt|trap|pyramid|crypt,18000000,2014,3.6
Evan Goldman,90,Jimmy Scanlon,, Drama | Horror | Mystery | Thriller,Christian Goodwin,Milwood,Michelle Romano,0,,1000000,2013,3.3
Dennis Devine,,Michael Beardsley,, Horror,Jenny Allford,Lizzie Borden's Revenge,Rich Calderon,0,female nudity,,2013,2.1
Michael Doneger,80,Amanda Brooks,, Comedy | Drama | Romance,Michael Doneger,This Thing with Sarah,Wes Chatham,0,writer|surfing|narration|beach|independent film,,2014,6.1
Diego Quemada-Díez,108,Rodolfo Domínguez,, Drama,Brandon López,La jaula de oro,Karen Martínez,0,girl dressed as boy|mexico|immigrant|train|road movie,2500000,2014,7.7
Rick Bota,97,Jamie Johnston,, Thriller,Lindsey Shaw,Love Me,Jean-Luc Bilodeau,1,friend|police|best friend|unrequited love|projectionist,,2013,5.4
Craig Clyde,90,Kristy Swanson,, Drama | Family,Kevin Sorbo,Storm Rider,Danielle Chuchran,3,,,2013,6.4
Michael Walker,98,Annabella Sciorra,, Thriller,Paula Garcés,The Maid's Room,Bill Camp,0,,600000,2014,4.5
Alexandros Avranas,98,Reni Pittaki,, Drama,Themis Panou,Miss Violence,Eleni Roussinou,0,balcony|birthday|11 year old|death|suicide,,2013,7.1
Marcio Garcia,85,Andy Garcia,, Action | Drama | Thriller,Camilla Belle,Open Road,Colin Egglesfield,0,police|dealer|drugs|killer,3000000,2013,5.5
Sang-il Lee,135,Jun Kunimura,, Action | Crime | Drama | History | Thriller,Ken Watanabe,Yurusarezaru mono,Shioli Kutsuna,0,jidai geki|remake of american film|foreign language adaptation,,2013,7.1
Carlos Portugal,,Rachele Brooke Smith,, Drama | Romance,Christian Serratos,Pop Star,Ross Thomas,0,,,2013,4.7
Allan Harmon,89,Jaren Brandt Bartlett,, Drama | Family,Richard Harmon,If I Had Wings,Craig Bierko,0,running|high school|coach|policeman|robbery,,2013,7.2
Pat Kiely,86,Meaghan Rath,, Comedy | Drama,Sam Huntington,Three Night Stand,Darren Curtis,2,ex girlfriend|weekend|ski lodge|overalls|marital breakup,1200000,2014,4.7
Youssef Delara,88,Gina Rodriguez,, Thriller,Nikki Reed,Enter the Dangerous Mind,Noel Gugliemi,0,tied feet|dubstep,800000,2015,5.2
Matt Eskandari,80,Warren Kole,, Action | Adventure | Horror,Bai Ling,Game of Assassins,Dustin Nguyen,0,,,2013,6.4
Marco Berger,102,Mateo Chiarino,, Drama | Romance,Manuel Vignau,Hawaii,Luz Palazón,0,male frontal nudity|friendship|male pubic hair|pubic hair|male nudity,,2013,7.3
Marcos Carnevale,94,Julieta Díaz,, Comedy | Drama | Romance,Guillermo Francella,Corazón de león,Mauricio Dayub,0,,,2013,6.9
Eric Styles,92,Dolph Lundgren,, Action | Adventure,Scott Adkins,Legendary,Yi Huang,2,,12000000,2014,3.8
David A.R. White,90,Linda Bisesti,, Drama,Jen Lilley,The Book of Esther,John Clement,0,xerxes|plot|esther|queen|king,,2013,4.2
Christophe Offenstein,101,Samy Seghir,, Adventure | Drama | Sport,François Cluzet,En solitaire,Virginie Efira,1,teacher|classroom|school|father daughter relationship|whale,17000000,2013,6.4
Guillaume Nicloux,112,Isabelle Huppert,, Drama,Pauline Etienne,La religieuse,Louise Bourgoin,1,mother superior|convent|religious|nun|1760s,,2015,6.5
Yusry Abd Halim,114,Natassia Malthe,, Action | Adventure | Fantasy,Dominic Purcell,Vikingdom,Craig Fairbrass,0,viking|sword and sorcery,15600000,2013,3.4
Brad Copeland,87,Steve Little,, Comedy,Glenn Howerton,Coffee Town,Ben Schwartz,0,coffee|coffee shop|barista|fight|insult,2000000,2013,6.6
Ben Gregor,106,Akai Osei-Mansfield,, Comedy | Family,Theo Stevenson,All Stars,Ashley Jensen,0,,,2013,5.1
Anthony Wilcox,80,Charlie Cox,, Comedy | Drama,Annabelle Wallis,Hello Carter,Jodie Whittaker,0,written by director|male name in title|remake|name in title|hairy chest,,2013,5.9
Stuart Connelly,98,William Sadler,, Thriller,Mekhi Phifer,The Suspect,Sterling K. Brown,2,,,2014,5.7
Thomas Imbach,119,Mehdi Dehbi,, Biography | Drama | History,Camille Rutherford,Mary Queen of Scots,Sean Biggerstaff,1,male frontal nudity|queen|pubic hair|male pubic hair|nudity,,2014,5.4
Paul Hough,87,Eddie McGee,, Action | Horror | Sci-Fi,Paul McCarthy-Boyington,The Human Race,Trista Robinson,0,bad acting|gory|gore|exploding head|low budget,,2014,5.4
Bryan Ortiz,108,Malcolm McDowell,, Horror | Mystery | Thriller,John Glover,Sanitarium,Walter Perez,0,,,2014,4.6
Sung-su Kim,122,Soo Ae,, Drama | Thriller,Hyuk Jang,Gamgi,Roxanne Aparicio,0,infectious disease|epidemic|medical mask|centers for disease control|walkie talkie,,2013,6.7
Richard LeMay,87,Karmine Alers,, Drama | Family,Ben Weaver,Naked As We Came,S. Lue McWilliams,1,cancer|gay|mother daughter relationship|mother son relationship|family relationships,,2013,6.2
Paul Sampson,101,David Carradine,, Horror | Mystery,Paul Sampson,Night of the Templar,Udo Kier,2,,3230000,2013,6.4
Matthew Arnold,89,Alison Eastwood,, Horror | Thriller,Dallas Roberts,Shadow People,Anne Dudek,0,shadow people|radio talk show host|paranormal activity|psychological experiment|talk show host,,2013,5.4
Su-jin Lee,112,In-seon Jeong,, Drama,Woo-hee Chun,Han Gong-ju,So-Young Kim,0,high school|friendship|school|gang rape|internet video,,2014,7.4
Shana Betz,86,Liana Liberato,, Action | Drama | Thriller,Anna Paquin,Free Ride,Ava Acres,0,drugs,,2014,5.6
Hwan-kyung Lee,127,So Won Kal,, Comedy | Drama,Seung-ryong Ryu,7-beon-bang-ui seon-mul,Dal-su Oh,0,prison|reference to sailor moon|court|sentenced to death|prison cell,,2013,8.2
Rebecca Zlotowski,94,Léa Seydoux,, Drama | Romance,Tahar Rahim,Grand Central,Olivier Gourmet,0,male full frontal nudity|nuclear power plant|two word title|shower|nuclear radiation,,2013,6.2
Steffen Haars,87,Jennifer Hoffman,, Comedy,Sylvia Hoeks,Bros Before Hos,Raymond Thiry,0,reference to rambo|split screen|loss of job|erection|birthday,,2013,6.4
Joanna Hogg,104,Liam Gillick,, Drama,Viv Albertine,Exhibition,Tom Hiddleston,0,,,2014,5.4
Mark L. Lester,81,Anne McDaniels,, Action | Sci-Fi,Brian Krause,Poseidon Rex,Steven Helmkamp,0,submarine|dinosaur,,2014,2.6
Tommy Oliver,90,Bokeem Woodbine,, Drama,Sharon Leal,1982,Hill Harper,3,semi autobiographical|number in title,1000000,2013,6.9
David DeCoteau,83,Booboo Stewart,, Action | Adventure | Horror | Thriller,Fivel Stewart,Hansel & Gretel: Warriors of Witchcraft,Eric Roberts,0,twins|six word title|dagger|repeated stock footage|circumscribed pentagram,1000000,2013,2.6
Ariel Zeitoun,113,Gérard Lanvin,, Adventure | History | Romance,Nora Arnezeder,Angélique,Tomer Sisley,1,king louis xiv|sun king|sexual awakening|palace|period drama,,2013,6.1
D.M.W. Greer,96,Tammy Blanchard,, Biography | Drama | Romance | War,Trent Ford,Burning Blue,Morgan Spector,2,fighter pilot|gay|nightclub|star crossed lovers|airman,,2014,5.7
Paul Osborne,102,Patrick Day,, Thriller,Blayne Weaver,Favor,Jeffrey Combs,0,,,2013,6.3
Kimani Ray Smith,90,Terry Chen,, Action | Horror,Laci J Mailey,Evil Feed,Alain Chanoine,0,chinese restaurant|fighting|beaten to death|face ripped off|meat cleaver,,2014,4.0
Daniel Sánchez Arévalo,95,Roberto Álamo,, Comedy,Antonio de la Torre,La gran familia española,Quim Gutiérrez,0,spain|watching soccer on tv|little dog|separated parents|waiter,7500000,2013,6.3
Marina de Van,90,Marcella Plunkett,, Horror,Missy Keating,Dark Touch,Pádraic Delaney,1,black eyes|burning drapes|candle|bathing in blood|bare breasts,2729542,2014,4.8
Antonio Hens,94,Reinier Díaz,, Drama | Romance,Milton García,La partida,Jenifer Rodríguez,1,gay sex|male frontal nudity|gay|soccer|prostitute,183409,2013,6.4
T.J. Amato,118,Ray Wise,, Drama,Michael Rooker,Brother's Keeper,Travis Tritt,0,,1600000,2015,5.3
Jeremy Berg,82,Brandon Anthony,, Horror | Thriller,Trin Miller,The Invoking,Andi Norris,0,,11000,2014,2.9
Tibor Takács,89,Shelly Varod,, Horror | Sci-Fi | Thriller,William Hope,Spiders 3D,Brian Hankey,0,spider|subway|subway tunnel|military|hummer,7000000,2013,3.4
Amat Escalante,105,Andrea Vergara,, Crime | Drama | Romance,Armando Espitia,Heli,Linda González,0,drugs|drug cartel|mexico|corrupt police|police,1000000,2013,6.8
Pawan Kumar,135,Sruthi Hariharan,, Drama | Romance | Sci-Fi | Thriller,Sathish Neenasam,Lucia,Achyuth Kumar,0,,5100000,2013,8.5
William Dear,,Jodelle Ferland,, Action | Drama | Family,Kris Kristofferson,Midnight Stallion,Chelah Horsdal,0,race|wild horse|horse|raining|heavy rain,5000000,2013,5.1
Heitor Dhalia,120,Jesuíta Barbosa,, Drama | Western,Wagner Moura,Serra Pelada,Laura Neiva,1,brazil|two word title,,2013,7.0
Kevin O'Neill,91,Victoria Pratt,, Action | Adventure | Fantasy | Sci-Fi | Thriller,Corin Nemec,Dracano,Mia Faith,0,dragon|volcano,,2013,2.9
Barbara Stepansky,91,Chazz Palminteri,, Drama | Thriller,Teri Polo,Final Recourse,Tia Carrere,2,kidnapping|funeral|held for ransom|teenage boy|faked death,,2013,5.5
George Isaac,84,Rufus Sewell,, Crime | Thriller,Gabriel Byrne,All Things to All Men,Toby Stephens,3,crime lord|police|london england|criminal,3000000,2013,4.4
Jeremy Kasten,,Dídac Alcaraz,, Horror,Christine Ahanotu,The Profane Exhibit,U. Bernard,0,three word title|anthology,,2013,3.6
Hong-soo Park,113,Ye-ri Han,, Action | Drama,Seung-hyun Choi,Dong-chang-saeng,Je-mun Yun,2,spy|assassin|prison camp|shootout|diamond,,2013,6.8
Maneesh Sharma,141,Parineeti Chopra,, Comedy | Drama | Romance,Sushant Singh Rajput,Shuddh Desi Romance,Rishi Kapoor,0,,,2013,5.8
Charles Band,80,Robin Sydney,, Comedy | Horror,John Patrick Jordan,Gingerdead Man Vs. Evil Bong,Sonny Carl Davis,0,bong|gingerbread man,,2013,4.2
Antoni Stutz,98,Haley Webb,, Crime | Drama | Romance | Thriller,Beau Bridges,Rushlights,Josh Henderson,4,inheritance|texas|scene before opening credits|fingerprinting|arms tied overhead,,2013,6.5
Leila Djansi,100,Greg Vaughan,, Drama,Scarlett Estevez,And Then There Was You,Garcelle Beauvais,0,,500000,2013,5.9
Michelle Schumacher,,Tim Allen,, Comedy,J.K. Simmons,3 Geezers!,Scott Caan,5,,1000000,2013,3.4
Jon Garcia,123,Benjamin Farmer,, Drama | Romance,Nick Ferrucci,The Falls: Testament of Love,Hannah Barefoot,0,male nudity|male frontal nudity|coming out|gay|a cappella,,2013,6.1
Javier Ruiz Caldera,94,Martiño Rivas,, Comedy,Inma Cuesta,Tres bodas de más,Quim Gutiérrez,0,wedding|singing in a car|transsexual|female nudity|erection,2500000,2013,6.3
Pierre Bagley,97,Michael Clarke Duncan,, Drama | Sport,Taraji P. Henson,From the Rough,Tom Felton,1,,6500000,2014,6.8
Nicolas Vanier,104,Tchéky Karyo,, Adventure | Family,Félix Bossuet,Belle et Sébastien,Margaux Chatelier,0,great pyrenees dog|resistance|dog|jewish refugees|baker,,2013,6.8
Scott Michell,103,Charity Wakefield,, Thriller,Danny Horn,Scar Tissue,Kenneth Colley,0,title based on song|two word title,,2013,4.2
Jessie McCormack,87,Radha Mitchell,, Comedy | Drama,Michelle Monaghan,Expecting,Jon Dore,1,pregnancy,,2013,5.1
Antoinette Beumer,96,Fedja van Huêt,, Comedy | Romance,Lies Visschedijk,Soof,Daniel Karaty,0,,,2013,6.6
Rob Meyer,86,James Le Gros,, Comedy,Kodi Smit-McPhee,A Birder's Guide to Everything,Daniela Lavender,0,birding|coming of age|bird|birdwatching,,2013,6.3
Anthony Joseph Giunta,87,Danny Flaherty,, Drama | Family,Kenton Duty,Contest,Mary Beth Peil,1,gay subtext|teenage boy|homosexual subtext|friendship|cooking contest,,2013,5.7
Hernán Goldfrid,106,Natalia Santiago,, Crime | Mystery | Thriller,Ricardo Darín,Tesis sobre un homicidio,Alberto Ammann,1,obsession|law|murder|sex|scene of the crime,,2013,6.3
Kader Ayd,110,Taryn Manning,, Drama,Malik Barnhardt,Five Thirteen,Tom Sizemore,0,,,2014,4.2
Hiroshi Hamazaki,90,Asami Imai,, Animation | Drama | Romance | Sci-Fi | Thriller,Mamoru Miyano,Gekijouban Steins;Gate: Fuka ryouiki no dejavu,Kana Hanazawa,0,anime|time travel|mad scientist,,2013,7.9
Robert Crombie,88,Sofya Skya,, Action | Crime | Thriller,Christian Slater,Assassins Run,Cole Hauser,3,saint petersburg|ballet fu|ballet|color in title,4000000,2013,4.4
Boris Undorf,93,Meghan Markle,, Comedy,Sean Young,Random Encounters,Don Stark,0,,,2013,4.9
Samuel Victor,96,Nathaniel Francis,, Horror,Gemma Atkinson,Night of the Living 3D Dead,Gregory Caine,0,social|zombie|night of the living dead|remake|3d,200000,2013,7.2
